,description,title,company,created,contract_time,adref,location,__CLASS__,salary_is_predicted,redirect_url,category,id,latitude,longitude,salary_max,salary_min,contract_type
301,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:11:57Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA3MTA5OCIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.OgL8z2pLd5qN1Y4UTWoW1isEIWLcYbjGhi0gCweel6c,"{'area': ['Canada', 'Ontario', 'Hamilton region', 'Hamilton'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamilton, Hamilton region'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753071098?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5753071098,43.237889,-79.849914,62400.0,62400.0,
302,"Job Title : MLOps Engineer (Energy) Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensure governance and compliance req…",MLOps Engineer (Energy) - MEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-06T16:39:26Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU0Njk4MTc3In0.4vkUxNQ5PHDxkbziyz1EP3AmfzWmeOkhAQ_T2rin32Q,"{'area': ['Canada', 'Québec', 'Montréal'], 'display_name': 'Montréal, Québec', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754698177?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5754698177,45.544959,-73.588138,,,
303,"Job Title : MLOps Engineer (Energy) Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensure governance and compliance req…",MLOps Engineer (Energy) - MLEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-06T16:50:54Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU0Nzc2ODk5In0.tAdu_38I_POHaI3w2OSmFpzy9npxU1aBxtF5Sw_86zA,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Greater Vancouver, British Columbia', 'area': ['Canada', 'British Columbia', 'Greater Vancouver']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754776899?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5754776899,49.256582,-122.898456,,,
304,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy)- MLEAS,"{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T06:11:01Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzUzMDY4ODI3In0.xUnmqR465kdo18dF9GT6XxhsST6CHXoOmhfGTlEcPi0,"{'display_name': 'Windsor, Essex region', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Essex region', 'Windsor']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753068827?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5753068827,42.294277,-82.996859,62400.0,62400.0,
305,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEAS,"{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-06T06:31:14Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDI5Nzk5MiIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.L3wMcTQWhU1lcAiJqwxX9AIwPolrWF6YX3iSMFqt9YA,"{'area': ['Canada', 'British Columbia', 'Greater Vancouver', 'Vancouver'], 'display_name': 'Vancouver, Greater Vancouver', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754297992?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5754297992,49.252255,-123.108651,62400.0,62400.0,
306,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:09:27Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA2MDQ3NCIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.7ydZwaWJzArhugelpKTQrkzO18h-FT1CXL31UROLixU,"{'area': ['Canada', 'Alberta', 'Calgary region', 'Calgary'], 'display_name': 'Calgary, Calgary region', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753060474?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5753060474,51.040175,-114.078513,62400.0,62400.0,
307,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MEAS,"{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T06:11:02Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA2ODg1NCIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.0KwCSr2K8JxSS_RGrANEKs_pBKFRsZrT7G4GxKjoU1Q,"{'area': ['Canada', 'Québec'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Québec, Canada'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753068854?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5753068854,47.262372,-72.213404,,,
308,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:14:53Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA3NzMwMSIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.zZeQPXeG_Wefz9FqHCDK7kRg79p4c3wNUKtC3xNHBJE,"{'area': ['Canada', 'Québec', 'Laval region', 'Laval'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Laval, Laval region'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753077301?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5753077301,45.581149,-73.742893,,,
309,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:16:48Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzUzMDgxMzI0In0.iKpfDD5VdfPs-Q3TgTWsQYe6cpZMJLWuTnIdgiRoaZo,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Petit-Saguenay, Le Fjord-du-Saguenay', 'area': ['Canada', 'Québec', 'Saguenay - Lac-Saint-Jean', 'Le Fjord-du-Saguenay', 'Petit-Saguenay']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753081324?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5753081324,48.21182,-70.07275,,,
310,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:13:11Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA3MzU4MiIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.yVoy7OkgmR8i9A56gk44ADGvmGCvQ7PMFxUl1-W0W-Q,"{'area': ['Canada', 'Ontario', 'Durham region', 'Oshawa'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oshawa, Durham region'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753073582?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5753073582,43.902993,-78.858745,62400.0,62400.0,
311,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy)- MLEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:11:49Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA3MDk1NiIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.pQay5su9I0dSb89Oal9m8_8Z_5_40SiIbBn-zbJLYGo,"{'area': ['Canada', 'Ontario', 'Lennox and Addington', 'Kingston'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kingston, Lennox and Addington'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753070956?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",5753070956,44.224681,-76.653896,62400.0,62400.0,
312,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEEAS,"{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T06:11:54Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA3MTAyNSIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.jA39gKJ4iFnvYiB2B-2-ykYbPHRUMA5_vMX96LKibqE,"{'display_name': 'Edmonton, Edmonton region', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Alberta', 'Edmonton region', 'Edmonton']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753071025?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5753071025,53.536055,-113.502542,62400.0,62400.0,
313,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy)- MLEAS,"{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T06:06:29Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA0ODA4MiIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.HM0M19AJ02OB07_XPUXVMOsvkjTsI-DI7pyBrViIWMM,"{'display_name': 'Ottawa, Ottawa region', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Ottawa region', 'Ottawa']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753048082?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5753048082,45.394161,-75.697758,62400.0,62400.0,
314,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEAS,"{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T06:00:41Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzUzMDMyNDUzIn0.m2lDhLBW5S3yC_krQQfuwi-RdZ8jj6KiQfmRWFfqiGM,"{'area': ['Canada', 'Ontario', 'Toronto'], 'display_name': 'Toronto, Ontario', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753032453?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5753032453,43.706102,-79.402726,62400.0,62400.0,
315,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MEAS,"{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T06:15:15Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzUzMDc3NjM2In0.Xb21mx6c6r5PgHHfgA5w5sVo7UjWypw0eLY70R7KZZ8,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Montréal, Québec', 'area': ['Canada', 'Québec', 'Montréal']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753077636?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5753077636,45.544959,-73.588138,,,
316,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:12:12Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzUzMDcxMjQyIn0.DSE4cR8ybV0-Ag1tvAO3Q9HmYvV4dSPJKVH1-42gJw4,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Red Deer, Red Deer region', 'area': ['Canada', 'Alberta', 'Red Deer region', 'Red Deer']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753071242?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5753071242,52.268498,-113.803444,62400.0,62400.0,
317,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:11:56Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA3MTA2NCIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.uI30vIdomy8vljV1R3OTBWreZsWvxViBdyConx1ZNV0,"{'area': ['Canada', 'Alberta', 'Edmonton region', 'Leduc'], 'display_name': 'Leduc, Edmonton region', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753071064?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5753071064,53.262492,-113.550284,62400.0,62400.0,
318,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEAS,"{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-06T06:27:50Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU0MjkxNDQwIn0.G_n-f8dm9iAbH4mXHpeWcr7SWKKvwjyzR2yRxFDl9nU,"{'display_name': 'Abbotsford, Fraser Valley', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'British Columbia', 'Fraser Valley', 'Abbotsford']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754291440?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",5754291440,49.052805,-122.305371,62400.0,62400.0,
319,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEAS,"{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-06T06:20:46Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDI4NjEzMiIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.HuPc21NHexA0fNSxvec_MJdJZrxNQlhVq10tpz-2AUI,"{'display_name': 'Surrey, Greater Vancouver', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'British Columbia', 'Greater Vancouver', 'Surrey']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754286132?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}",5754286132,49.137655,-122.820892,62400.0,62400.0,
320,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy)- MLEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:15:25Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA3Nzk2OSIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.Dm-qPhOVdZKb5m6J5mZWWkKGTOfz6tbH_kgA3zNnO3Y,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'London, Middlesex', 'area': ['Canada', 'Ontario', 'Middlesex', 'London']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753077969?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5753077969,42.981065,-81.248057,62400.0,62400.0,
321,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-06T06:20:12Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU0Mjg1OTAwIn0.28b2OfJvBgfBdmQcmU7QQLYglsbQC7LhR_BbEvEyViM,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kamloops, Thompson-Nicola', 'area': ['Canada', 'British Columbia', 'Thompson-Nicola', 'Kamloops']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754285900?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5754285900,50.691274,-120.336104,62400.0,62400.0,
322,"Job Description Job Description Job Title : MLOps Engineer (Energy)Industry Energy & Utilities Position Overview The MLOps Engineer will establish and manage scalable ML infrastructure, ensuring efficient deployment, monitoring, governance, and lifecycle management of machine learning solutions. Responsibilities Build ML deployment pipelines. Implement CI/CD for ML systems. Automate model retraining workflows. Monitor model performance and drift. Manage ML infrastructure and environments. Ensur…",MLOps Engineer (Energy) - MLEAS,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:13:41Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0JscmU1NWo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzUzMDc1OTI2In0.VEdslJXlI7lsSWBeMbu6uQyMLqVyA8nWEKAYJvmk094,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Mississauga, Peel region', 'area': ['Canada', 'Ontario', 'Peel region', 'Mississauga']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753075926?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5753075926,43.588336,-79.656736,62400.0,62400.0,
323,"We help the world run better At SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging - but it matters. You'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. What's in it for you? Constant learning, skill growth, great benefits, and a team that wants you to grow and succee…",Expert MLOps Platform Engineer,"{'display_name': 'SAP', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-04-04T00:57:35Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTUzOTYzOSIsInMiOiJPQmxyZTU1ajhSR0RHLWNhak9ScFF3In0.ag83mX4JtMSgYIubPOr0zU6WYVR5zdIWFZtZrJvhVpk,"{'area': ['Canada', 'British Columbia', 'Greater Vancouver'], 'display_name': 'Greater Vancouver, British Columbia', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5689539639?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5689539639,49.256582,-122.898456,,,
